coffee_id,name,roaster,farmer,process,elevation,country_name,country_region,notes,varietals
297,Decaf Asterisk,Olympia,,EA Decaf,0,Colombia,Americas,"milk chocolate,caramel,marshmallow",Caturra
298,El Socooro Java,Olympia,Juan Diego De La Cerda,,0,Guatemala,Americas,"jasmine,jam,candied citrus",Java
299,Hama,Olympia,Hama Cooperative,,0,Ethiopia,Africa,"peach,lemon,apricot",Heirlooms
300,Holiday Blend,Olympia,,Washed,0,Ethiopia,Africa,"spice,plum,citrus,berry",
301,La Palma,Olympia,,Washed,0,El Salvador,Americas,"hazelnut,dark chocolate,cherry","Pacas,Bourbon"
302,Little Buddy,Olympia,,Washed,0,Blend,Blend,"stone fruit,chocolate",
303,Lucas Melo,Olympia,Lucas Melo,Washed,2200,Colombia,Americas,"berry,brown sugar,cherry",Colombia F8
304,Mikuba,Olympia,,Washed,0,Burundi,Africa,"orange,tea,brown sugar",Bourbon
305,Ricardo Ariz Natural,Olympia,,Natural,0,El Salvador,Americas,"port,chocolate",Bourbon
306,Ariz Family SL28,Olympia,Migual Angel Ariz,Washed,0,El Salvador,Americas,"tea,brown sugar",SL28
307,Marta Mejia Micro Lot,Olympia,Marta Mejia,Washed,1650,Guatemala,Americas,"chocolate,rose,strawberry",
308,Gitwe Honey Micro Lot 1,Olympia,Multiple,Honey,0,Burundi,Africa,"chocolate,tea",
309,Desta Gola,Olympia,Desta Gola,Washed,0,Ethiopia,Africa,"jasmine,peach,berry jam","Dega,Kurume"
310,Coinacagro/Guatemala,Onda,Coinacagro Cooperative,Washed,1700,Guatemala,Americas,"chocolate,honey,sugar,apple,caramel,grapefruit",Heirlooms
311,Kiko's Coffee,Onda,"Francisco ""Kiko"" Ribeiro",Pulp Natural,1200,Brazil,Americas,"brown sugar,almond,milk chocolate",
312,Laos,Onda,The Four Families of Setapoung,Washed,1200,Laos,Asia,"black currant,dark chocolate",
313,Victor Calderon/Decaf,Onda,Victor Calderon,Swiss Water Decaf,1750,Guatemala,Americas,"almond crisp,cocoa pops milk,orange","Pache,Caturra,Red Bourbon"
314,Elizabeth Ortega/Guatemala,Onda,Elizabeth Ortega,Washed,1473,Guatemala,Americas,"grapefruit,cocoa,honey,apple,caramel,chocolate",Villa Sarchi
315,Monarch,Onyx Coffee,,Natural,1800,Blend,Blend,"red wine,dark chocolate,syrup",Heirlooms
316,Colombia La Palma Cristian Monroy,Onyx Coffee,El Volcan,EA Decaf,1550,Colombia,Americas,"black tea,strawberry,vanilla yogurt",Castillo
317,Decaf Colombia Medellin,Onyx Coffee,,Swiss Water Decaf,1550,Colombia,Americas,"apple,pecan,chocolate,sweet cream","Caturra,Castillo,Bourbon"
318,Hambela Buku,Onyx Coffee,,Natural,0,Ethiopia,Africa,"bergamot,raspberry,coconut water,slick",Heirlooms
319,Peru Maria Rojas,Onyx Coffee,Maria Rojas,Washed,1850,Peru,Americas,"apple,honey,dates,tangerine,white tea",Caturra
320,Southern Weather,Onyx Coffee,,Washed,1850,Blend,Blend,"juicy,candied walnut,milk chocolate,plum,citrus",
321,,Origen,,Washed,0,Peru,Americas,,
322,Suke Quto,Panther,Multiple,Washed,2200,Ethiopia,Africa,"floral,guava,orange zest,peach,lemon,juicy,silky,orange",Heirlooms
323,Guatemala Pulcal,Parlor Coffee,Maria Zelaya,Washed,1750,Guatemala,Americas,"fresh cream,rose,caramel","Caturra,Bourbon"
324,Posholl Cafe,Posholl Cafe,Rafael Huaman Quispe,,1500,Peru,Americas,,Arabica
325,El Socorro Maracaturra,PT's Coffee Roasting Co.,Juan Diego De La Cerda,Washed,5750,Guatemala,Americas,"cocoa powder,navel orange,red grape",Maracaturra
326,MWP Decaf Huerta del Rio,PT's Coffee Roasting Co.,Jose Vasquez,Swiss Water Decaf,6150,Mexico,Americas,"graham cracker,cocoa,raisin",Heirlooms
327,Sun Liner Blend,Push & Pour,,Washed,0,Blend,Blend,"green apple,salted caramel,cocoa powder,chocolate cake",
328,Integral Blend,Q.E.D Coffee,,Washed,0,Blend,Blend,,
329,"Peru - Flor de Selva, La Coipa, San Ignacio",Q.E.D Coffee,,Washed,1950,Peru,Americas,marshmallow,"Red Caturra,Pache,Bourbon"
330,Reina y Pavel,Quentin,,Natural,1350,Mexico,Americas,"orange peel,frese,cacao","Caturra,Bourbon"
331,Decaf Colombia Huila,Quills,,EA Decaf,0,Colombia,Americas,"lemon,brown sugar,nougat",
332,Guatemala Huehuetenango,Quills,,Washed,0,Guatemala,Americas,"caramel,red apple,peach",
333,Honduras: Las Flores,Quills,,Washed,0,Honduras,Americas,"milk chocolate,grape,caramel",Catuai
334,Horse Feathers,Quills,,Washed,0,Blend,Blend,"syrup,apple,lavender,cooked peach",
335,Yabitu Koba,Revelator,,Natural,0,Ethiopia,Africa,bright,
336,Chirinos,Reykavik Roasters,,Washed,0,Peru,Americas,caramel,"Caturra,Bourbon"
337,Dona Nenem,Reykavik Roasters,,Honey Natural,0,Brazil,Americas,"tobacco,hazelnut,dark chocolate",Yellow Bourbon
338,Los Gigantes,Ritual,Gigante Area Producers,Washed,1700,Colombia,Americas,"meyer lemon,dark chocolate,cranberry",Caturra
339,Decaf Los Gigantes,Ritual,Los Gigantes Producers,EA Decaf,1700,Colombia,Americas,"blackberry,chocolate,cedar,banana,nutty,sweet,jam,sugar,bright,dried fruit","Castillo,Colombia,Caturra"
340,Burundi,Ritual,Munyinya Hill Area Producers,Washed,0,Burundi,Africa,"blackberry,grapefruit,graham cracker",Bourbon
341,Las Manos,Ritual,Santos Alexis Dominguez,Washed,1550,Honduras,Americas,"yerba mate,turbinado sugar,grapefruit","Pacas,Typica"
342,Las Nubes,Saint Frank,Alexi Moreno,Washed,0,Honduras,Americas,"tropical fruit,creamy",
343,Bali Kintamani Natural,Seattle Coffee Works,,Natural,0,Indonesia,Asia,"macadamia nut,chocolate,raspberry","Bourbon,Djember,Typica Linie S"
344,Divisadero,Seattle Coffee Works,,Washed,0,El Salvador,Americas,,
345,Guatemala Huehuetenango La Esperanza Pacamara,Seattle Coffee Works,Aurelio Villatoro,Washed,1550,Guatemala,Americas,"white grape,honeydew,lavender",Pacamara
346,Panama,Seattle Coffee Works,,Natural,0,Panama,Americas,"red grape,brown sugar,cocoa","Caturra,Catuai"
347,Panama,Seattle Coffee Works,Carlos Aguilera Franceschi,Washed,1700,Panama,Americas,"pecan,molasses,elderberry","Catuai,Caturra"
348,Yirgacheffe,Seattle Coffee Works,,Natural,0,Ethiopia,Africa,,
349,Cup of Excellence #21,Sey Coffee,Nelson Ramirez,Washed,1600,Honduras,Americas,"apple,kiwi,chocolate",Catuai
350,Colombia,Sight Glass,,Washed,0,Colombia,Americas,"concord grape,red apple,toffee",
351,Hunky Dory,Sight Glass,,Washed,0,Blend,Blend,"elderberry,flan,cocoa",
352,Colombia,Sight Glass,,Washed,0,Colombia,Americas,,
353,Catalyst,Sir Owlvericks,,Washed,1500,Honduras,Americas,"vanilla,peanut,cola,orange zest",
354,TIMOR-LESTE LETEFOHO LEBUDU KRIAK,Sisters,Multiple,Washed,1350,Timor-Leste,Asia,"brown sugar,plum,milk chocolate","Typica,Timor Hybrid"
355,Cream + Sugar,Slate Coffee Roasters,,Pulp Natural,0,Guatemala,Americas,"brown sugar,dark chocolate,toasted almond","Caturra,Bourbon"
356,Ethiopia Adisu Kidane,Slate Coffee Roasters,Adisu Kidane,Natural,1925,Ethiopia,Africa,,Heirlooms
357,Ethiopia Guji Shakiso Natural,Souvenir,Multiple,Natural,0,Ethiopia,Africa,"delicate,jasmine tea,floral,melon candy",
358,Rwanda Coko Kula,Souvenir,Twongere Kawa Coko & Kula Project,Washed,0,Rwanda,Africa,"minty,wintermelon tea,honey boba,grass jelly",
359,Decaf La Serrania,Sparrows,,EA Decaf,0,Colombia,Americas,"molasses,sugar","Caturra,Castillo"
360,Ethiopia Dimtu Tero,Sparrows,Getachew Zeleke,Washed,0,Ethiopia,Africa,"jasmine,delicate,soft acidity,meyer lemon,melon",Heirlooms
361,Torea,Spyhouse,,Washed,0,Ethiopia,Africa,"sweet tea,peach,elderflower",Heirlooms
362,Wegida,Square Mile,,Washed,0,Ethiopia,Africa,"orange blossom,syrup,peach",Heirlooms
363,Desvelado Decaf,Stamp Act,Acevedoa,EA Decaf,1600,Colombia,Americas,"black cherry,almond,mandarin orange","Tabi,Colombia,Castillo,Caturra"
364,Finca El Arrollo,Stamp Act,Finca El Arrollo,Washed,1650,Guatemala,Americas,"rose,honeydew",Caturra
365,Easy Does It,Stay Golden,,Washed,1650,Colombia,Americas,"citrus,brown sugar,ripe fruit","Castillo,Caturra,Colombia"
366,Hutwe,Stay Golden,Virunga Coffee Company,Washed,1700,Congo,Africa,"sweet,pineapple",Bourbon
367,Valle Verde,Stay Golden,,Washed,1650,Peru,Americas,"apricot,coffee cherry,juicy","Bourbon,Typica,Caturra,Catimor"
368,Neighbors & Crops,Steady State,Gustavo Parrado,Natural,1650,Colombia,Americas,"lemon verbena,marshmallow,strawberry shortcake",Castillo
369,Rutsiro Mushonyi,Sterling Coffee Roasters,,Washed,1900,Rwanda,Africa,"honey,dried apples",Bourbon
370,Amigos Del Huila,Street Bean,Amigos del Huila,EA Decaf,1750,Colombia,Americas,"peach,wildflower,fruit salad",Caturra
371,Ines Perafan,Street Bean,Ines Perafan,Washed,1600,Colombia,Americas,"chocolate ganache,juicy plum",Caturra
372,La Yerba Women Producers,Street Bean,La Yerba Women Producers,Natural,900,Mexico,Americas,"pan dulce,lime,tamarind,apricot","Caturra,Bourbon"
373,Roosevelt Blend,Street Bean,Aspoguate & Majomut Cooperative,Washed,1300,Blend,Blend,"caramel,muscovado sugar",Heirlooms
374,Sicobi,Street Bean,,Washed,0,Mexico,Americas,,"Typica Pluma,Caturra,Mundo Novo"
375,Suke Quto,Street Bean,Tesfaye Bekele's Suke Quto Farm & Washing Station,Washed,2000,Ethiopia,Africa,"peach,blackberry pastry,jasmine","Kurume,Wolicho"
376,Chelchele,Street Bean,,Natural,0,Ethiopia,Africa,"apricot,tamarind,jasmine,limoncello",
377,Las Lajas,Street Bean,Las Lajas Farm & Mill,Honey,1400,Costa Rica,Americas,"toasted coconut,cocoa,strawberry,walnut,vanilla,dates","Catuai,Caturra,Villa Sarchi"
378,Hometown,Sweet Bloom,Multiple,Washed,6000,Blend,Blend,"blackberry,praline",Heirlooms
379,Sun Lamp Decaf,Tandem,,EA Decaf,0,Blend,Blend,sweet,Various
380,Colombia Decaf,Temple,,Swiss Water Decaf,0,Colombia,Americas,"cherry,milk chocolate,citrus",
381,Costa Rica Sonora Estate Venecia Honey,Temple,Sonora Estate,Honey,1250,Costa Rica,Americas,"hazelnut,cacao nibs,pear",Venecia
382,Akmel Nuri,The Coffee Collective,Akmel Nuri,Natural,1850,Ethiopia,Africa,"french nougat,cantaloupe,syrup",Heirlooms
383,Finca Vista Hermosa,The Coffee Collective,Edwin Martinez Pineda,Washed,1750,Guatemala,Americas,,"Pache,Caturra,Yellow Bourbon,Red Bourbon"
384,Colombia,Thump Coffee Roasters,,Washed,0,Colombia,Americas,,
385,Fazenda Recreio,TimberTrain,,Pulp Natural,0,Brazil,Americas,"peanut butter,orange,milk chocolate",Yellow Bourbon
386,Finca Nueva Linda,TimberTrain,,Natural,0,Mexico,Americas,"caramel,cocoa,wine acidity",Catuai
387,Indonesia,Tin Umbrella,,Washed,0,Indonesia,Asia,,
388,Carmelita,Tony,,Washed,0,Blend,Blend,,
389,Ethiopia Tega & Tula,Vagrant,,Natural,0,Ethiopia,Africa,"jasmine tea,juicy,blueberry lemon muffin",
390,Peru Cenfrocafe,Vagrant,,Natural,0,Peru,Americas,"chocolate covered almond,vanilla bean,creamy,medium bodied,lavender honey",
391,Seabright House Blend,Verve,,Washed,1850,Colombia,Americas,"coconut,round,sweet",
392,Alexander Martinez,Verve,Alexander Martinez,Washed,1700,Honduras,Americas,"pineapple,layered,cherry","Bourbon,Pacas"
393,El Tesoro Tabi,Verve,,Washed,0,Colombia,Americas,"grapefruit,pomegranate,lasting",
394,Juan Benitez,Verve,,Washed,0,Honduras,Americas,"round,dried blueberry,star fruit",
395,Rio Blanco,Verve,,Washed,0,Colombia,Americas,"shortbread,buttery,key lime",
396,Yacuanquer,Verve,Narino Municipality,Washed,2000,Colombia,Americas,"lasting,buttercream,apricot","Caturra,Castillo,Colombia"
397,Denis Teruel,Victrola,,Washed,0,Honduras,Americas,"cocoa,red apple,toasted almond","Bourbon,Pacas"
398,Nicaragua Mozonte Finca Un Regalo de Dios El Aserradero,Victrola,Luis Alberto Balladerez,Honey,1650,Nicaragua,Americas,"pepper,melon,sweet pea,nutmeg,plum,milk chocolate,toasted rice",Red Catuai
399,Guatemala,Victrola,Finca Chejoj,Washed,1700,Guatemala,Americas,"red apple,chocolate roasted hazelnut","Caturra,Catuai"
400,Ethiopia Konga,Westbean,Konga Cooperative,Washed,2100,Ethiopia,Africa,"nougat,almond butter,narcissus,peach",Heirlooms
401,Costa Rica Romelia,Westbean,Manual Rojas Arias,Washed,1400,Costa Rica,Americas,"milk chocolate,sweet pear,butter pecan","Catuai,Caturra"
402,Project Congo Muungano,Wonderstate,Muungano Cooperative,Washed,1800,Congo,Africa,"spice,tangerine",Bourbon
403,Burundi Nemba,Wonderstate,Nemba Washing Station,Washed,1950,Burundi,Africa,"apricot,meyer lemon,red currant","Red Bourbon,Jackson"
404,El Salvador El Balsamo Finca Las Nubes,Wrecking Ball,Finca Las Nubes,,0,El Salvador,Americas,"orange,chocolate,walnut",
1100,71 House Blend,Irving Farm,,Washed,1350,Blend,Blend,"round,milk,smooth,chocolate","Catuai,Bourbon,Caturra"
1101,Blackstrap Blend,Irving Farm,,Washed,1200,Blend,Blend,milk,"Catuai,Catimor,Typica,Heirlooms,Icatu,Caturra,Pacas,Mundo Novo,Bourbon"
1102,Hudson,Irving Farm,,Washed,1300,,,roasted,"Pacas,Catuai,Bourbon,Typica,Caturra,Catimor"
1126,Streetlevel,Verve,,Washed,1500,,,"balance,sweet,stone fruit,citrus,milk",
1140,Sermon,Verve,Multiple,Washed,1200,Blend,Blend,"chocolate,dark chocolate,substantial,blueberry,sweet",
1141,Buena Vista,Verve,Multiple,Washed,1700,Blend,Blend,"chocolate,dark chocolate",
1147,Decaf Blackstrap,Irving Farm,,EA Decaf,800,,,"caramel,raisin,spice,milk,smooth",
1162,Keystone Blend,ReAnimator Coffee Roasters,,Washed,9999,Blend,Blend,"light,clean","Heirlooms,Castillo,Caturra"
1163,Foundation Blend,ReAnimator Coffee Roasters,,Washed,9999,Blend,Blend,roasted,"Caturra,Heirlooms,Bourbon"
1168,Zip Zinger,Dune,,Washed,9999,,,"stone fruit,caramel,milk,chocolate,super",Various
1170,Presidio Decaf,Dune,,EA Decaf,9999,,,"brown sugar,sugar,chemical,chocolate,citrus",Various
1171,House Blend,Dune,,Washed,9999,Blend,Blend,"malt,apple,balance,creamy",Various
1180,Buffalo Blend,Airship,,Washed,9999,Blend,Blend,"crisp,apple,almond,honey,green apple,smooth",Bourbon
1187,West Coast,Panther,,Washed,9999,,,"grape,light,concord grape,sweet,bright,citrus,raspberry,lemonade,chocolate",Various
1188,Water Processed Decaf,Panther,,EA Decaf,9999,,,"chocolate,creamy,sweet,honey",Red Catuai
1191,Blacksmith Espresso,Quills,,Washed,945,,,milk,"Castillo,Colombia,Yellow Catuai"
1211,Bright,Kuma,,Washed,1800,,,"tropical fruit,floral,bright,citrus,berry",Heirlooms
1212,Balanced,Kuma,,Washed,1400,,,"silky,sweet,balance","Castillo,Colombia,Caturra,Catuai,Pacas,Bourbon"
1223,Eternal Flame,Gimme!,,Washed,9999,,,"roasted,nutty,creamy,caramel","Topazio,Mundo Novo,Bourbon,Red Catuai,Yellow Catuai"
1230,House Blend,Atomic,,Washed,1200,Blend,Blend,"milk,milk chocolate,smooth,chocolate,nutty","Catuai,Caturra,Bourbon,Typica"
1231,"Serra Negra, Brazil",Quills,,Pulp Natural,9999,Brazil,Americas,"citrus,nutty,clean,milk,milk chocolate,silky,chocolate","Bourbon,Typica,Catuai"
1232,"Gran Galope, Colombia",Quills,,Washed,9999,Colombia,Americas,"balance,honey,almond,sweet,caramel,chocolate","Castillo,Caturra,Colombia"
1234,Time and Temperature,Tandem,,Washed,9999,,,,"Colombia,Caturra,Heirlooms,Castillo"
1235,Darkness,Gimme!,,Washed,9999,,,"roasted,bitter,balance,silky,brownie,sugar,cocoa",Bourbon
1237,Leftist Espresso,Gimme!,,Washed,9999,,,"tangerine,sweet,pecan,sugar","Caturra,Bourbon,Typica,Pache,Catimor"
1238,FTW (For The Win),AKA,,Washed,9999,,,clean,"Bourbon,Caturra,Heirlooms"
1239,OMG (Oh My God),AKA,,Washed,9999,,,,"Villa Sarchi,Heirlooms"
1248,ORG Espresso,Klatch,,Washed,9999,,,"walnut,marshmallow,molasses,super,clean,sweet",Various
1256,French Roast,Klatch,,Washed,9999,,,"chocolate,smooth,floral,berry,grape",Various
1258,Crazy Goat,Klatch,,Washed,9999,,,"toffee,spice,dark chocolate,complex,chocolate",Various
1268,Neon Espresso,Dogwood,Multiple,Washed,1800,,,"sweet,candy,citrus,bright,syrup,syrup","Catuai,Heirlooms"
1269,Bear Hug Espresso,Dogwood,Multiple,Washed,950,,,"brown sugar,cake,chocolate,berry,sweet,sugar,roasted","Typica,Caturra,Catuai,Yellow Bourbon,Bourbon"
1270,Mixtape,Dogwood,Multiple,Washed,1350,,,bright,"Bourbon,Catuai,Caturra,Colombia,Typica"
1279,Zamboni Cold Brew,Dogwood,"Carvalho Family (B), Haile Gebre (E)",Natural,950,Ethiopia,Africa,"chocolate,fruity,roasted,toffee,sweet,smooth","Yellow Bourbon,Heirlooms"
1290,Black Velvet,Atomic,,Washed,1000,,,"silky,smooth,spice,nutty,sugar,sweet,milk","Bourbon,Catimor"
1291,Rocketeer,Atomic,,Washed,1000,,,"spice,smooth,cedar,roasted,milk,citrus,chocolate","Bourbon,Catimor"
1292,Diesel,Atomic,,Washed,1000,,,"earthy,smoky","Catuai,Bourbon,Catimor,Typica"
1293,Cosmo,Atomic,,Washed,1000,,,"milk,chocolate,smooth,dark chocolate,black pepper,pepper,peanut butter,peanut","Heirlooms,Typica,Caturra,Catuai"
1294,Intensi,Atomic,,Washed,1300,,,"spice,dried fruit,walnut,roasted,smooth,chocolate","Catuai,Bourbon,Caturra,Typica"
1300,Parts & Labor Blend,Maquina,,Washed,1100,Blend,Blend,"floral,balance,smooth,chocolate","Catuai,Heirlooms"
1304,"Kanzu, Rwanda",George Howell,,Washed,2050,Rwanda,Africa,"cherry,sweet",French Mission Bourbon
1306,Blue Orchid Blend,Huckleberry,,Washed,1000,Blend,Blend,"caramel,sweet,chocolate,milk","Colombia,Bourbon,Castillo"
1307,Phantom Limb Blend,Huckleberry,,Washed,1700,Blend,Blend,berry,Heirlooms
1315,West End Blues,Tandem,,Washed,9999,,,complex,Mixed
1317,Stoker,Tandem,,Washed,9999,,,,Various
1320,Ethiopia Kochere,Atomic,,Washed,1900,Ethiopia,Africa,"peach,floral,black tea,tea,citrus,delicate",Heirlooms
1331,Sound & Vision,Huckleberry,,Washed,1000,,,"round,milk,caramel,chocolate","Heirlooms,Castillo,Caturra,Bourbon,Colombia"
1368,Petunias,Revelator,,Washed,9999,,,"chocolate,smooth,sweet,cocoa,cherry",Caturra
1369,Misfit,Revelator,,Washed,9999,,,"dark chocolate,chocolate,pecan,butterscotch,praline",Caturra
1373,Black Bear Blend,Airship,,Washed,9999,Blend,Blend,"walnut,roasted,sweet,complex",Mixed
1374,Sugar Cane Decaf,Airship,,EA Decaf,1600,,,sugar,Mixed
1377,Marco's,DOMA,,Washed,9999,,,"sugar,chocolate,cedar,sweet,spice,nutty,bright,brown sugar,walnut","Typica Peru,Typica Colombia,Pache,Caturra,Catuai,Castillo,Mundo Novo,Bourbon"
1380,Carmela's,DOMA,,Washed,9999,,,"caramel,sugar,almond,chocolate,brown sugar,smooth,dark chocolate","Caturra,Typica Guatemala,Castillo,Mundo Novo,Pache,Colombia"
1400,No.7 House Blend,Boxcar,,Washed,9999,Blend,Blend,"balance,sweet","Typica,Caturra"
1401,Decaf Colombia,Boxcar,,EA Decaf,9999,Colombia,Americas,sugar,"Castillo,Colombia,Caturra"
1402,Blendo Stupendo,Sterling Coffee Roasters,,Washed,1250,,,"roasted,caramel,chocolate","Caturra,Yellow Icatu"
1412,Caffe Del Sol,Caffe Vita,,Washed,9999,,,smooth,"Typica,Bourbon"
1413,Bistro Blend,Caffe Vita,,Washed,1000,Blend,Blend,"milk chocolate,cashew,caramel,milk,smooth,chocolate","Bourbon,Typica"
1414,Queen City,Caffe Vita,,Washed,1200,,,"light,balance,roasted,complex","Typica,Bourbon"
1415,Caffe Luna,Caffe Vita,,Washed,1500,,,light,"Typica,Bourbon"
1416,Theo Blend,Caffe Vita,,Washed,1500,Blend,Blend,"chocolate,smooth","Typica,Bourbon"
1426,Sumatra Gayo River,Caffe Vita,,Wet-hulled,1300,,,soil,"Ateng,Tim Tim,Typica Bergendal"
1430,Dharma Espresso Blend,Temple,,Washed,1000,Blend,Blend,"caramel,dried fruit,milk,berry,creamy,pecan,nutty,almond,cocoa",Various
1450,Three Pillars,Temple,Blend,Pulp Natural,1200,Blend,Blend,"sweet,brown sugar,sugar,cream,cream,cocoa,bittersweet cocoa,milk,dried fruit","Catuai,Bourbon,Mixed"
1460,Cold Front Signature Blend,PT's Coffee Roasting Co.,,Washed,9999,Blend,Blend,"maple syrup,sweet,fruity,syrup,round,creamy,caramel,syrup,lingering,grape,chocolate,smooth,blackberry",Various
1461,Ad Astra Signature Blend,PT's Coffee Roasting Co.,,Washed,9999,Blend,Blend,"chocolate,lingering,bittersweet chocolate,roasted,sugar,dark chocolate,cola,balance,sweet",Various
1462,John Brown Signature Blend,PT's Coffee Roasting Co.,,Washed,9999,Blend,Blend,"chocolate,sweet,juicy,cherry,dark chocolate,black cherry,tobacco",Various
1463,Flor Del Sol Signature Blend,PT's Coffee Roasting Co.,,Washed,9999,Blend,Blend,"caramel,crisp,sweet,fruity,balance,chocolate,silky",Various
1464,Flatlander Signature Blend,PT's Coffee Roasting Co.,,Washed,9999,Blend,Blend,"almond,nutty,chocolate,bittersweet chocolate,tangerine,caramel,round,sweet,roasted",Mixed
1465,Southpaw Espresso,PT's Coffee Roasting Co.,,Washed,9999,,,"peach,spice,floral,caramel,sugar,sweet,clean",Various
1466,Flying Monkey Espresso,PT's Coffee Roasting Co.,,Washed,9999,,,"smooth,chocolate,sweet,graham cracker,honey,milk",Various
1467,The Waverly,Joe Coffee,Brazil: Veloso Coffee; Peru: Cenfrocafe Co-Op,Washed,1200,Blend,Blend,balance,"Bourbon,Pache,Typica,Red Catuai,Caturra"
1469,Organic Espresso,Caffe Vita,,Washed,1200,,,,"Bourbon,Typica"
1470,Organic French Roast,Caffe Vita,,Washed,1500,,,"sweet,roasted,caramel","Bourbon,Typica"
1471,Novacella Decaf,Caffe Vita,,EA Decaf,1000,,,,"Typica,Bourbon"
1472,Owl's Howl,Sight Glass,,Washed,9999,,,,Various
1473,Organic Crown Point,Sight Glass,,Washed,9999,,,milk,Various
1474,Blueboon,Sight Glass,,Washed,9999,,,,Various
1475,Banner Dark,Sight Glass,,Washed,9999,,,,Various
1476,Organic Toketee,Sight Glass,,Washed,9999,,,,Various
1477,The Core Espresso,Highwire,,Washed,9999,,,"sweet,milk,cherry,caramel,crisp,creamy,chocolate,raisin",Arabica
1478,Tightrope,Highwire,,Washed,9999,,,"crisp,delicate,raw,sugar,balance,fruity,chocolate,raspberry,clean",Arabica
1480,Bauhaus,Highwire,,Washed,9999,,,"bittersweet chocolate,chocolate,sweet,cookie",Arabica
1481,After Hours Decaf,Highwire,,EA Decaf,9999,,,,Arabica
1487,"Bella Carmona, Guatemala",Highwire,,Washed,1575,Guatemala,Americas,"caramel,sweet,lime,full body,chocolate,blackberry,bright","Caturra,Bourbon"
1493,Colombia La Primavera Decaf,Gimme!,,EA Decaf,9999,Colombia,Americas,"molasses,sugar,sweet,silky,brown sugar","Caturra,Bourbon,Castillo"
1500,Organic Driftless,Wonderstate,,Washed,9999,,,"graham cracker,lingering,cocoa,roasted,sweet",Various
1501,Organic Off Grid,Wonderstate,,Washed,9999,,,"chocolate,smoky,super,sugar",Various
1502,Organic Big Dipper,Wonderstate,,Washed,9999,,,"chocolate,round,bittersweet chocolate",Various
1521,Hunky Dory Decaf,Sight Glass,,EA Decaf,9999,,,balance,Various
1526,Espresso Novo,Novo,,Washed,9999,,,"caramel,blueberry,balance,sweet",Various
1532,Bird Rock Blend,Bird Rock,,Washed,1400,Blend,Blend,spice,Heirlooms
1552,Guatemala Finca Nuevo Vinas,Caffe Vita,Keller,Washed,1350,Guatemala,Americas,bright,"Pacamara,Caturra,Catuai"
